,Script,Era
209179, Where? Where can you be now that you can forget something like that? ,Modern
172046," Explain yourself, Doctor. ",Modern
235022, You think that'll work? ,Modern
191142, All right! ,Modern
188580, The Network to mask your transmission. Keep going. ,Modern
182363, This is UNITCentral. What's happened up there? We just saw the President assassinated. ,Modern
175094, Take it off. I'll put it in the wash. ,Modern
200356," Except they don't have a word for Pond, because the only water in the forest is the River. The Doctor will find your daughter, and he will care for her whatever it takes. And I know that. It's me. I'm Melody. I'm your daughter.  ",Modern
207494, Who are you? ,Modern
168864," So, that's what you do, is it, Nancy? ",Modern
167651, Fires are burning ten million miles wide. ,Modern
171789," I'm Doctor James McCrimmon, from the township of Balamory. I have my credentials, if I may.   As you can see, a Doctorate from the University of Edinburgh. I trained under Doctor Bell himself. ",Modern
186773, Stop it! You'll spoil everything! I hate you! You're going to ruin everything! Stop it! ,Modern
216754, Then who is it?,Modern
209039, I don't remember. ,Modern
184412, Sir. ,Modern
208156, Angie? Artie?   Webley. ,Modern
206882, Do you know Hungry Like The Wolf? ,Modern
173318, What's going on? ,Modern
236566, Surrender it or I will execute you. ,Modern
197841," Now, why would a little girl be here? ",Modern
200850, He's got us. ,Modern
211328," Yes. Yes, I, I have. Well noticed.",Modern
201454, Is that really all I taught you?,Modern
227748," Enough, love. ",Modern
190653," We see so much, but understand little. The woman in the cage, who is she? ",Modern
226296, Because it had a mummy and a daddy. Go tell a pig about your moral high ground. ,Modern
167105," Crisis, with no head of state. Since the Royal Family have been evacuated ",Modern
240831," Nick, what happened here? ",Modern
190314, Abandon ship! ,Modern
240646, There isn't another way out. ,Modern
173977," Oh dear. Has our little plan gone horribly wrong, Doctor? ",Modern
238595, Junior Boxing Champion in 1966. ,Modern
225951," It's weak, it's nearly dead. It will die soon. ",Modern
195300," I'll pay, if you like. ",Modern
193519," Listen to me, it's important. You can't trust her. ",Modern
212200, Potentially?,Modern
220787, Don't cross your arms. ,Modern
166981, Yeah. ,Modern
234612, Of course! That's why they left it behind. It's been hacked. It's not broadcasting any more. It's receiving. ,Modern
179647," Oh, you're good. Anyone else presenting these symptoms? ",Modern
199772, How can you possibly? Inoperable? ,Modern
173443," How did you get into this, then, rattling along with the Preachers? ",Modern
198226, So was I. ,Modern
234854, Cos you ask too many questions. ,Modern
217201, I can't ,Modern
187534," Doctor, it's you. She's only copying you. ",Modern
181916, What have you done? Tell me how you've done this. What are those creatures? Tell me!,Modern
196701, Why? ,Modern
196501," So you've got a plan, then? ",Modern
224255, Guess!,Modern
237216," Sweet dreams. This way, soldiers.",Modern
196080," No, and neither are you. Where is he? ",Modern
175516, Your pod crashed. Where is it? ,Modern
226428," Yes, they do.  ",Modern
173268, What was that thing? ,Modern
173467, You're lying. You're not her. You're not my Jackie! ,Modern
236057,Ew! ,Modern
209528, You're here. ,Modern
167130, My mum's here. ,Modern
188235, A little bit bigger than South Wales.,Modern
211068," This is Blue, Rescue One. Report.",Modern
171236, Want to know the best bit? This new hand? It's a fighting hand!  I win. ,Modern
203562," No, it isn't. Where are you? ",Modern
222855," I've got to know. The people who came here, were they the last people? Were they our last hope? ",Modern
213208, What name would you like? There's a range. The afterlife. The Promised Land. I'm partial to the Nethersphere.,Modern
190521, Steffi! Can you hear me? ,Modern
202552," Well, we wanted a stroll, didn't we? ",Modern
234539, I have never seen anything like this in my life. Is it your design? Who has the patent? ,Modern
234570," Doc, look!   Oh, he's dead. ",Modern
194913, Use it. ,Modern
220278, That is an order and this is a military vehicle.,Modern
170512, Exterminate! Exterminate! Exterminate! ,Modern
228106, Yes.  ,Modern
209516," Clara sometimes asks me if I dream. Of course I dream, I tell her. Everybody dreams. But what do you dream about, she'll ask. The same thing everybody dreams about, I tell her. I dream about where I'm going. She always laughs at that. But you're not going anywhere, you're just wandering about.   That's not true. Not any more. I have a new destination. My journey is the same as yours, the same as anyones. It's taken me so many years, so many lifetimes, but at last I know where I'm going.   Where I've always been going. Home, the long way round. ",Modern
216647, Good. I was worried I would have to break it to you,Modern
179105," Oh, yes. One day.  ",Modern
220308," Wanted to, yeah.",Modern
229856, What about it? ,Modern
185151," Oh well, if you're calling him dad, you're definitely getting over him. ",Modern
216517," No, possibly not. ",Modern
198412, You are so beautiful. ,Modern
239384, They talk to you?,Modern
238609, You know how to fix this? ,Modern
186371," Don't tell the others, they'll only laugh. ",Modern
189722," Where I go, it goes. ",Modern
198171," Purchased on earth. Perfectly ordinary stationery. Tardis blue. Summoned by a stranger who won't even show his face. That's a first, for me. How about you? ",Modern
208706, Doctor? ,Modern
232872," I'm fast enough, right? I'm fast enough for this plan? ",Modern
185593, No! ,Modern
179073," It's all right, it's all right, it's all right. You did it. You're free. ",Modern
192203, What's that? ,Modern
210462," What are you doing?  And that isn't the only grey one, if you are, er, having a cull.",Modern
202086," Oops. Guys, guys, ladies and gentlemen. While I deal with this awkward moment, you go and find your parents slash guardians. Try in lamps. Craig! ",Modern
221176, I'm the only one here. ,Modern
239688, Every time?  ,Modern
166013, Ten out of ten for observation. ,Modern
180041, I'm sorry about earlier. Over emotional. Mad day. ,Modern
173633, What the hell? ,Modern
204772, Where's the Doctor? ,Modern
215647, Of course I'm not the Doctor. I was lying to stay alive. But how do I know so much about him? ,Modern
168246," I can see better. This society's the wrong shape, even the technology. ",Modern
166563, Use the sight. ,Modern
169789, A philanthropic gesture. I've learnt the error of my ways. ,Modern
196401, I've landed. ,Modern
235923," Hey, Doc, I keep seeing these images of planets, like they're being projected into my head. ",Modern
183560," Oh, great, they can learn a new word as they die. ",Modern
237995, I know. This is the simplest trajectory. Earth. We should be there already. What's wrong with you?  ,Modern
235921," Doctor, there was a figure in our flat. ",Modern
179988, I'll be back for you. ,Modern
220184," If there was something I could do about that, I would. I guess we're both just going to have to be brave.  ",Modern
230765," Then you'd better be worthy of the jobs you're holding because a man is missing and I don't think he's the first, not if this is any indicator.    This came to me in a delivery. ",Modern
223535, Pavel's upstairs. ,Modern
236998," Guys, they're all waking up down there. ",Modern
207255, Wake up! Wake up! Open the thing. ,Modern
216167, Face huggers? ,Modern
235802, Seeing a friend. ,Modern
234529, As I was saying... ,Modern
209721," No, but it can home in on the key. ",Modern
229932, Now promise me that's true.   You're going to need every scrap of energy you have. ,Modern
225926, Plenty of time for you to find Bill. ,Modern
231992," Oslo, yes. To our flat, and some Wi-Fi, and friends.  ",Modern
196231, There are fruit flies live on Hoppledom Six that live for twenty minutes and they don't even mate for life. There was going to be a point to that. I'll get back to you. ,Modern
220849, Is this what you're like when I'm not,Modern
230874," Oh. Oh wow. I, I, I didn't even know there was such a thing.  ",Modern
201164," Where's Amy?   Oh, no. George! George, you have to face your fears! ",Modern
223626, But why? There's no reception. ,Modern
182667, We lose orbit. ,Modern
200751, Yeah? ,Modern
216794, Don't shoot her. Do not shoot her!,Modern
233245, Why haven't you? ,Modern
238261," Dan, Doctor, Doctor, Dan.  ",Modern
197043, Who are you talking to? ,Modern
168567, What?! ,Modern
181274, Human! ,Modern
228191, And this boat doesn't work. ,Modern
185201, Morning. ,Modern
166096, What're you doing that for? ,Modern
205235," Look, next time, could we could just go to the pub? ",Modern
224898," Yeah, I get it. ",Modern
194480," Oh, er, sort of. ",Modern
233217," What are you talking about?   Oh, you could have warned me about that! ",Modern
238200, Maybe.  ,Modern
210054, The Doctor is required! ,Modern
208651, Do I have the right? ,Modern
175789, It is. Come on.,Modern
176517, That's not even a proper word. You're just saying things. ,Modern
200882," He didn't send you, did he? ",Modern
175535, Did you talk to her about it? ,Modern
235853," Well, I have to, don't I? You know. Travelling helps, mate, dunnit? Stops me getting stuck in the past.",Modern
167401," Is she all right, though? Don't put her on, just tell me. ",Modern
219603," Come on. Oh, come on. Must be an exit here somewhere.   Listen to me. Those things, they're everywhere. For the Gods' sake, come and get me.",Modern
191174, Night has fallen. Are we ready? ,Modern
232024," The Tardis is reporting that the planet's transmitting violent psychotropic waves throughout its atmosphere. The type of waves that mess with your brain,  distort reality, change moods to the extreme. These are neural balancers. So long as you're wearing one, it should keep you immune to the waves.  But you must keep it on at all times. ",Modern
