"","Character","Script","Script_lemm"
"214393","DOCTOR12"," No. I really hope that.","really hope"
"214394","DOCTOR12"," It would make a nice change, wouldn't it? Okay. Let's start with pi. Even in a flat world they would have circles. I don't mean edible pie, I mean circular pi. Which I realise would also mean edible pie but anyway.   They're responding. The Tardis is translating now.","would make nice change okay let start even flat world would circle mean edible pie mean circular realise would also mean edible pie anyway respond tardis translate"
"214395","DOCTOR12"," It's a number. Fifty five. ","number fifty five"
"214397","DOCTOR12"," Tenth Fibonacci number. Atomic number of caesium.","tenth fibonacci number atomic number caesium"
"214406","DOCTOR12"," Two two. Twenty two. ","two two twenty two"
"214417","DOCTOR12"," Clara, be careful.","clara careful"
"214420","DOCTOR12"," I know. I did see. ","know see"
"214422","DOCTOR12"," Give me a minute. I'm working on it.","give minute work"
"214424","DOCTOR12"," You can't apply human logic. You're dealing with creatures from another dimension. ","apply human logic dealing creature another dimension"
"214430","DOCTOR12"," Clara, I might be able to help with that door.","clara might able help door"
"214431","DOCTOR12"," Give me five minutes. ","give five minute"
"214434","DOCTOR12"," I think I've figured out a way to restore three dimensions. At least on a small scale, say","think figure way restore three dimension least small scale say"
"214435","DOCTOR12"," Door handles. ","door handle"
"214438","DOCTOR12"," We're not calling it a de-flattener.  This should be able to restore dimensions. You see what I've called it? ","call flattener able restore dimension see call"
"214440","DOCTOR12"," No. Twodis. It's called the Twodis.   Why'd I even bother? Well, give it a go, then. ","twodis call twodis even bother well give"
"214442","DOCTOR12"," Clara, I don't know how, but they're doing it again. They're leeching the Tardis! ","clara know leech tardis"
"214444","DOCTOR12"," They've changed frequency. This time it's different. ","change frequency time different"
"214451","DOCTOR12"," Of course. The next stage. 3D.","course next stage"
"214455","DOCTOR12"," I've boosted the output. ","boost output"
"214458","DOCTOR12"," Clara, stop. Use it again. It can reverse the process. ","clara stop use reverse process"
"214464","DOCTOR12"," They have a new ability. Of course they have. Now they're 3D, they can restore dimensions.","new ability course restore dimension"
"214465","DOCTOR12"," Clara, do you want the good news or the bad news? ","clara want good news bad news"
"214468","DOCTOR12"," The good news is I've come up with a theoretical way to send them back to their own dimension.","good news come theoretical way send back dimension"
"214470","DOCTOR12"," And that's the bad news. The Tardis doesn't have enough dimensional energy to pull it off. ","bad news tardis enough dimensional energy pull"
"214472","DOCTOR12"," Apparently these things can pump it out as fast as they can steal it.","apparently thing pump fast steal"
"214477","DOCTOR12"," I don't know. My shields have gone. Structural integrity is failing. Another blow like that and I've had it.   Er, I'm on the train lines. And there's a train coming. Of course there is. Short-term re-materialisation? Not enough power. Teleport? Not enough power. Re-route the heart of the Tardis through - not enough power! Not enough power! ","know shield go structural integrity fail another blow like train line train come course short term materialisation enough power teleport enough power route heart tardis enough power enough power"
"214479","DOCTOR12"," Clara, there is no power. The Tardis couldn't boil an egg at the moment. Listen, do what you can to get those people out of there.","clara power tardis boil egg moment listen get people"
"214480","DOCTOR12"," You're stronger than you know. ","strong know"
"214491","DOCTOR12"," I don't know if you can still hear me out there, but the Tardis is now in siege mode. No way in, no way out. I managed to turn it on just before the train hit. But there's not enough power left now to turn it off.","know still hear tardis siege mode way way manage turn train hit enough power leave turn"
"214528","DOCTOR12"," Life support failing. I don't know if you'll ever hear this, Clara. I don't even know if you're still alive out there.   But you were good! And you made a mighty fine Doctor.","life support fail know ever hear clara even know still alive good make mighty fine doctor"
"214532","DOCTOR12"," I tried to talk. I want you to remember that. I tried to reach out, I tried to understand you, but I think that you understand us perfectly.","tried talk want remember try reach tried understand think understand perfectly"
"214533","DOCTOR12"," And I think you just don't care. And I don't know whether you are here to invade, infiltrate or just replace us.","think care know whether invade infiltrate replace"
"214534","DOCTOR12"," I don't suppose it really matters now. You are monsters. That is the role you seem determined to play. So it seems I must play mine.","suppose really matter monster role seem determine play seem must play mine"
"214535","DOCTOR12"," The man that stops the monsters. I'm sending you back to your own dimension. Who knows? Some of you may even survive the trip. And, if you do, remember this. You are not welcome here. This plane is protected. I am the Doctor.   And I name you The Boneless. ","man stop monster send back dimension know may even survive trip remember welcome plane protect doctor name boneless"
"214540","DOCTOR12"," Apparently. Are you okay? ","apparently okay"
"214542","DOCTOR12"," And a lot of people died. ","lot people die"
"214544","DOCTOR12"," It wasn't a fire, those weren't trees, those were people. ","fire tree people"
"214548","DOCTOR12"," Yes, a lot of people died and maybe the wrong people survived. ","yes lot people die maybe wrong people survive"
"214554","DOCTOR12"," Largely so other people don't have to. ","largely people"
"214558","DOCTOR12"," Yes.   Ah! The return of the fluorescent pudding brain. ","yes return fluorescent pudding brain"
"214560","DOCTOR12"," I know. Your last painting was so good it saved the world. I can't wait to see what you do next. ","know last painting good save world wait see next"
"214565","DOCTOR12"," Talk to soldier boy. ","talk soldier boy"
"214567","DOCTOR12"," You were an exceptional Doctor, Clara. ","exceptional doctor clara"
"214569","DOCTOR12"," Goodness had nothing to do with it. ","goodness nothing"
"214572","DOCTOR12"," It's that way.    Are those trees?  ","way tree"
"214574","DOCTOR12"," Yes. Do you have an appointment? You need an appointment to see the Doctor.","yes appointment need appointment see doctor"
"214576","DOCTOR12"," When you drink a glass of Coke, it's only this big, but it's actually got this much sugar in it. It works a bit like that. ","drink glass coke big actually get much sugar work bit like"
"214578","DOCTOR12"," The Tardis. It's bigger on the inside than the outside, or did you not notice?  ","tardis big inside outside notice"
"214580","DOCTOR12"," Well, of course it's supposed to be bigger. Most people are confused by that. ","well course suppose big people confuse"
"214582","DOCTOR12"," Miss Oswald? Dark hair? Highly unpredictable? Surprisingly round face?","miss oswald dark hair highly unpredictable surprisingly round face"
"214586","DOCTOR12"," Mister Pink was looking after you? Well, that explains why you're lost.  It doesn't surprise you that I know all about your school?","mister pink look well explain lose surprise know school"
"214588","DOCTOR12"," That's not quite true. I, for instance, have no idea why,  when the terrestrial navigation    The terrestrial navigation starts up, it closes down all the other systems.","quite true instance idea terrestrial navigation terrestrial navigation start close system"
